sr,allreduce,1mb,0.000001,112,0,18032,1.71,2.25,2.32
sr,alltoall,1mb,0.000001,56,0,81934,30.00,44.08,44.08
sr,allreduce,4mb,0.000001,112,0,85408,6.21,6.96,16.13
sr,alltoall,4mb,0.000001,56,0,343594,119.81,172.00,172.00
sr,allreduce,16mb,0.000001,112,0,341062,23.32,25.76,25.98
sr,alltoall,16mb,0.000001,56,0,1353221,500.36,792.65,792.65
sr,allreduce,64mb,0.000001,112,0,1395368,91.96,99.53,100.58
sr,alltoall,64mb,0.000001,56,0,5358394,2145.79,3648.29,3648.29
sr,allreduce,128mb,0.000001,112,0,2773706,183.41,198.16,198.57
sr,alltoall,128mb,0.000001,56,0,10725556,4338.01,7420.05,7420.05
sr,allreduce,256mb,0.000001,112,0,5553031,365.80,394.04,394.63
sr,alltoall,256mb,0.000001,56,0,21386175,8728.05,15153.55,15153.55
sr,allreduce,1mb,0.0000001,112,0,2356,1.47,1.77,1.92
sr,alltoall,1mb,0.0000001,56,0,11279,26.20,37.37,37.37
sr,allreduce,4mb,0.0000001,112,0,9290,5.24,5.98,6.08
sr,alltoall,4mb,0.0000001,56,0,42771,104.11,148.47,148.47
sr,allreduce,16mb,0.0000001,112,0,42040,20.34,22.09,22.09
sr,alltoall,16mb,0.0000001,56,0,162728,437.33,700.58,700.58
sr,allreduce,64mb,0.0000001,112,0,157396,80.45,86.97,87.17
sr,alltoall,64mb,0.0000001,56,0,647148,1853.27,3339.23,3339.23
sr,allreduce,128mb,0.0000001,112,0,325310,160.47,173.34,174.14
sr,alltoall,128mb,0.0000001,56,0,1290485,3725.76,6555.60,6555.60
sr,allreduce,256mb,0.0000001,112,0,668208,320.91,345.88,347.07
sr,alltoall,256mb,0.0000001,56,0,2554388,7457.68,12982.91,12982.91
sr,allreduce,1mb,0.00000001,112,0,135,1.43,1.72,1.72
sr,alltoall,1mb,0.00000001,56,0,1006,25.67,36.77,36.77
sr,allreduce,4mb,0.00000001,112,0,443,5.12,5.47,5.67
